Species,Temperature,Growth Rate,Study,food,volume,volume reported?,Log Volume
Euplotes vannus,22,0.336,Capriulo et al (1988),Skeletonema costatum,260000,Protist Info Server,5.414973348
Euplotes vannus,22,0.06,Capriulo et al (1988),Skeletonema costatum,260000,Protist Info Server,5.414973348
Euplotes vannus,22,0.72,Capriulo et al (1988),Skeletonema costatum,260000,Protist Info Server,5.414973348
Euplotes vannus,22,0.912,Capriulo et al (1988),Skeletonema costatum,260000,Protist Info Server,5.414973348
Euplotes vannus,22,1.224,Capriulo et al (1988),Skeletonema costatum,260000,Protist Info Server,5.414973348
Euplotes vannus,22,1.296,Capriulo et al (1988),Skeletonema costatum,260000,Protist Info Server,5.414973348
Balanion comatum,15,0.384,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.816,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.984,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,1.248,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,1.416,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,1.368,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.384,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.84,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.984,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,1.248,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,1.44,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,1.392,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.0288,Jakobsen and Hansen (1997),Isochrysis galbana,2300,Y,3.361727836
Balanion comatum,15,0.768,Jakobsen and Hansen (1997),Chroomonas vectensis,2300,Y,3.361727836
Balanion comatum,15,0.864,Jakobsen and Hansen (1997),Plagioselmis prolonga,2300,Y,3.361727836
Balanion comatum,15,1.272,Jakobsen and Hansen (1997),Rhodomonas salina,2300,Y,3.361727836
Balanion comatum,15,0.648,Jakobsen and Hansen (1997),Teleaulax amphioxeia,2300,Y,3.361727836
Gymnodinium sp.,15,0.336,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.456,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.672,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.792,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.96,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.888,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,1.08,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,1.008,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.336,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.456,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.648,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.792,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.864,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.96,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.984,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,1.08,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.1608,Jakobsen and Hansen (1997),Isochrysis galbana,155,Y,2.190331698
Gymnodinium sp.,15,0.2232,Jakobsen and Hansen (1997),Chroomonas vectensis,155,Y,2.190331698
Gymnodinium sp.,15,0.288,Jakobsen and Hansen (1997),Plagioselmis prolonga,155,Y,2.190331698
Gymnodinium sp.,15,0.816,Jakobsen and Hansen (1997),Rhodomonas salina,155,Y,2.190331698
Gymnodinium sp.,15,0.792,Jakobsen and Hansen (1997),Teleaulax amphioxeia,155,Y,2.190331698
Gymnodinium sp.,15,0.384,Jakobsen and Hansen (1997),Rhodomonas marina,155,Y,2.190331698
Favella azorica,20,0.57,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,2.4,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,2.1,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,2.2,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,1.9,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,0.28,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,2.2,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,2.1,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,1.2,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella azorica,20,1.2,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,0.37,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,1.9,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,1.6,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,1.2,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,0.52,Kamiyama (1997),Heterocapsa triquetra,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,0.62,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,1.3,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Favella taraikaensis,20,2.6,Kamiyama (1997),Heterocapsa circularisquama,102000,"(Strom and Morello, 1998)",5.008600172
Aspidisca sp,22,0.64,Liu and Buskey (2000),Aureoumbra lagunensis,7100,Protist Info Server,3.851258349
Aspidisca sp,22,0.42,Liu and Buskey (2000),Aureoumbra lagunensis,7100,Protist Info Server,3.851258349
Aspidisca sp,22,1.15,Liu and Buskey (2000),Aureoumbra lagunensis,7100,Protist Info Server,3.851258349
Aspidisca sp,22,0.77,Liu and Buskey (2000),Aureoumbra lagunensis,7100,Protist Info Server,3.851258349
Euplotes sp.,22,0.6,Liu and Buskey (2000),Aureoumbra lagunensis,260000,Protist Info Server,5.414973348
Euplotes sp.,22,0.13,Liu and Buskey (2000),Aureoumbra lagunensis,260000,Protist Info Server,5.414973348
Euplotes sp.,22,0.078,Liu and Buskey (2000),Aureoumbra lagunensis,260000,Protist Info Server,5.414973348
Euplotes sp.,22,0.017,Liu and Buskey (2000),Aureoumbra lagunensis,260000,Protist Info Server,5.414973348
Oxyrrhis marina,22,0.8,Liu and Buskey (2000),Aureoumbra lagunensis,1400,Protist Info Server,3.146128036
Oxyrrhis marina,22,0.68,Liu and Buskey (2000),Aureoumbra lagunensis,1400,Protist Info Server,3.146128036
Oxyrrhis marina,22,0.67,Liu and Buskey (2000),Aureoumbra lagunensis,1400,Protist Info Server,3.146128036
Oxyrrhis marina,22,0.53,Liu and Buskey (2000),Aureoumbra lagunensis,1400,Protist Info Server,3.146128036
Gyrodinium dominans,11,0.08,Naustvoll (2000),Ditylum brightwellii,24000,Protist Info Server,4.380211242
Gyrodinium dominans,11,0.19,Naustvoll (2000),Prorocentrum minimum,24000,Protist Info Server,4.380211242
Gyrodinium dominans,11,0.16,Naustvoll (2000),Gymnodinium galatheanum,24000,Protist Info Server,4.380211242
Gyrodinium dominans,11,0.022,Naustvoll (2000),Skeletonema costatum,24000,Protist Info Server,4.380211242
Gyrodinium dominans,11,0.018,Naustvoll (2000),Navicula sp.,24000,Protist Info Server,4.380211242
Gyrodinium dominans,11,0.053,Naustvoll (2000),Chrysochromulina polylepis,24000,Protist Info Server,4.380211242
Gyrodinium dominans,11,0.1,Naustvoll (2000),Rhodomonas cf. baltica,24000,Protist Info Server,4.380211242
Gyrodinium fusiforme,11,0.1,Naustvoll (2000),Gymnodinium galatheanum,24000,Protist Info Server,4.380211242
Gyrodinium fusiforme,11,0.09,Naustvoll (2000),Skeletonema costatum,24000,Protist Info Server,4.380211242
Gyrodinium fusiforme,11,0.08,Naustvoll (2000),Navicula sp.,24000,Protist Info Server,4.380211242
Gyrodinium fusiforme,11,0.12,Naustvoll (2000),Rhodomonas cf. baltica,24000,Protist Info Server,4.380211242
Gyrodinium fusiforme,11,0.39,Naustvoll (2000),Heterocapsa triquetra,24000,Protist Info Server,4.380211242
Katodinium glaucum,11,0.059,Naustvoll (2000),Gymnodinium galatheanum,24000,Protist Info Server,4.380211242
Katodinium glaucum,11,0.13,Naustvoll (2000),Heterocapsa triquetra,24000,Protist Info Server,4.380211242
Katodinium glaucum,11,0.034,Naustvoll (2000),Rhodomonas cf. Baltica,24000,Protist Info Server,4.380211242
Amphidinium sp.,13,0.47,Strom and Morello (1998),Isochrysis galbana OR Pyrenomonas salina,2600,Calculated,3.414973348
Favella sp.,13,0.86,Strom and Morello (1998),Gymnodinium simplex+Pyrenomonas salina,102000,Calculated,5.008600172
Gymnodinium sp.,13,0.48,Strom and Morello (1998),Isochrysis galbana,450,Calculated,2.653212514
Strombidinopsis acuminatum,13,0.77,Strom and Morello (1998),Prorocentrum minimum,140000,Calculated,5.146128036
Uronema sp.,13,1.01,Strom and Morello (1998),Isochrysis galbana OR Pyrenomonas salina,2700,Calculated,3.431363764
Urptricha farcta,12,1.2,Weisse et al (2001),Cryptomonas sp.,3350,Y,3.525044807
,15,1.5,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.4,,Cryptomonas sp.,3350,Y,3.525044807
,18,1.8,,Cryptomonas sp.,3350,Y,3.525044807
,20,1.8,,Cryptomonas sp.,3350,Y,3.525044807
,20,1.6,,Cryptomonas sp.,3350,Y,3.525044807
,25,1.8,,Cryptomonas sp.,3350,Y,3.525044807
,30,1.7,,Cryptomonas sp.,3350,Y,3.525044807
,20,2.7,,Cryptomonas sp.,3350,Y,3.525044807
,24,3,,Cryptomonas sp.,3350,Y,3.525044807
Urotricha castalia,8,0.21,,Cryptomonas sp.,9750,Y,3.989004616
,12,0.65,,Cryptomonas sp.,9750,Y,3.989004616
,10,0.5,,Cryptomonas sp.,9750,Y,3.989004616
,25,0.48,,Cryptomonas sp.,9750,Y,3.989004616
,22,0.42,,Cryptomonas sp.,9750,Y,3.989004616
,15,0.55,,Cryptomonas sp.,9750,Y,3.989004616
,18,0.52,,Cryptomonas sp.,9750,Y,3.989004616
,20,0.5,,Cryptomonas sp.,9750,Y,3.989004616
Urotricha furcata,10,0.22,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.7,,Cryptomonas sp.,3150,Y,3.498310554
,20,1.01,,Cryptomonas sp.,3150,Y,3.498310554
,25,0.94,,Cryptomonas sp.,3150,Y,3.498310554
,28,0.24,,Cryptomonas sp.,3150,Y,3.498310554
Urotricha furcata,5,0.21,,Cryptomonas sp.,3150,Y,3.498310554
,10,0.18,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.23,,Cryptomonas sp.,3150,Y,3.498310554
,20,0.34,,Cryptomonas sp.,3150,Y,3.498310554
,25,0.52,,Cryptomonas sp.,3150,Y,3.498310554
Balanion planctonicum,6,0.3,,Cryptomonas sp.,2330,Y,3.367355921
,7.5,0.6,,Cryptomonas sp.,2330,Y,3.367355921
,9,0.9,,Cryptomonas sp.,2330,Y,3.367355921
,12,1,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.4,,Cryptomonas sp.,2330,Y,3.367355921
,18,1.6,,Cryptomonas sp.,2330,Y,3.367355921
,19.5,1.4,,Cryptomonas sp.,2330,Y,3.367355921
,21,0.77,,Cryptomonas sp.,2330,Y,3.367355921
,5.5,0.5,,Cryptomonas sp.,2330,Y,3.367355921
,9,0.84,,Cryptomonas sp.,2330,Y,3.367355921
,12,0.95,,Cryptomonas sp.,2330,Y,3.367355921
,15.5,1.3,,Cryptomonas sp.,2330,Y,3.367355921
,18.5,1.5,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.7,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.7,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.92,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.75,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.75,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.81,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.86,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.97,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.1,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.2,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.4,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.1,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.7,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.85,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.89,,Cryptomonas sp.,2330,Y,3.367355921
,15,0.94,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.5,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.4,,Cryptomonas sp.,2330,Y,3.367355921
,15,1.4,,Cryptomonas sp.,2330,Y,3.367355921
Urotricha furcata,15,0.42,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.48,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.5,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.67,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.54,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.59,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.6,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.68,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.65,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.64,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.67,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.68,,Cryptomonas sp.,3150,Y,3.498310554
,15,0.79,,Cryptomonas sp.,3150,Y,3.498310554
Urotricha farcta,15,0.78,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.8,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.81,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.85,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.95,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.9,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.91,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.91,,Cryptomonas sp.,3350,Y,3.525044807
,15,1,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.1,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.1,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.1,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.2,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.2,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.4,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.5,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.3,,Cryptomonas sp.,3350,Y,3.525044807
,15,1,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.1,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.5,,Cryptomonas sp.,3350,Y,3.525044807
,15,0.97,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.3,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.3,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.3,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.6,,Cryptomonas sp.,3350,Y,3.525044807
,15,1.2,,Cryptomonas sp.,3350,Y,3.525044807
Strobilidium neptuni,16,1,Montagnes (1996),Chroomonas salina,110000,Y,5.041392685
,16,1.1,,Chroomonas salina,110000,Y,5.041392685
,16,1.2,,Chroomonas salina,110000,Y,5.041392685
,16,1.3,,Chroomonas salina,110000,Y,5.041392685
,16,1.3,,Chroomonas salina,110000,Y,5.041392685
,16,1.4,,Chroomonas salina,110000,Y,5.041392685
,16,1.2,,Chroomonas salina,110000,Y,5.041392685
,16,1.5,,Chroomonas salina,110000,Y,5.041392685
,16,1.2,,Chroomonas salina,110000,Y,5.041392685
,16,1.4,,Chroomonas salina,110000,Y,5.041392685
Strobilidium veniliae,16,0.36,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.38,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.45,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.53,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.57,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.63,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.72,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.63,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.48,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.6,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.57,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.7,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.64,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.55,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.49,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.45,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.4,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.38,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
,16,0.27,,Isochrysis galbana and Chroomonas salina,19635,Y,4.293030906
Strombidium capitatum,16,0.15,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.08,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.22,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.32,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.64,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.2,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.25,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.35,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.6,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.64,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.74,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.54,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.75,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.78,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.42,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.48,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.6,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.67,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.83,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.59,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.83,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.31,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.59,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.63,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.11,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.28,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
,16,0.41,,Isochrysis galbana and Chroomonas salina,64140,Y,4.807128956
Strobilidium gyrans,20,0.69,Jack and Gilbert (1993),Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.77,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.77,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.12,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.76,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.61,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.3,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.38,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.41,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.39,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.45,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.84,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.87,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.71,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.68,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.72,,Rhodomonas minuta,42000,Plankton Database,4.62324929
,20,0.67,,Rhodomonas minuta,42000,Plankton Database,4.62324929
Bursaridium difficile,20,0.46,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.47,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.35,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.33,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.45,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.41,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.49,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.47,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.18,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.25,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.35,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.7,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.74,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.85,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
,20,0.83,,Rhodomonas minuta,152000,Protist Info Server,5.181843588
Euplotes eurystomus,20,0.42,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.41,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.41,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.42,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.37,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.35,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.22,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.34,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.24,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.25,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.29,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.31,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.34,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.35,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.34,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.36,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.39,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.42,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.44,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.42,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
,20,0.45,,Rhodomonas minuta,260000,Protist Info Server,5.414973348
